date,borough,consumption_(hcf),year,month,day_of_month,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,season,is_summer,is_winter,rolling_avg_7d,rolling_avg_30d,rolling_std_30d
2020-07-05,BROOKLYN,9932.18,2020,7,5,6,187,27,1,0,3,1,0,9455.57,9743.76,576.06
2020-07-05,MANHATTAN,13612.84,2020,7,5,6,187,27,1,0,3,1,0,13581.59,12962.55,1394.92
2020-07-05,QUEENS,9181.23,2020,7,5,6,187,27,1,0,3,1,0,8904.74,8614.13,1190.19
2020-07-06,BRONX,8565.41,2020,7,6,0,188,28,0,0,3,1,0,8394.73,8568.36,1086.35
2020-07-06,BROOKLYN,10976.78,2020,7,6,0,188,28,0,0,3,1,0,10650.7,11052.81,1467.6
2020-07-06,MANHATTAN,13571.5,2020,7,6,0,188,28,0,0,3,1,0,13061.26,13973.38,1213.03
2020-07-06,QUEENS,9675.11,2020,7,6,0,188,28,0,0,3,1,0,9547.85,9835.96,1132.76
2020-07-07,BRONX,7961.8,2020,7,7,1,189,28,0,0,3,1,0,7876.34,7733.34,885.06
2020-07-07,BROOKLYN,9958.15,2020,7,7,1,189,28,0,0,3,1,0,9699.91,9731.5,766.58
2020-07-07,MANHATTAN,13454.97,2020,7,7,1,189,28,0,0,3,1,0,13130.85,13759.92,1768.8
2020-07-07,QUEENS,9610.82,2020,7,7,1,189,28,0,0,3,1,0,9389.61,9301.17,874.27
2020-07-08,BRONX,7876.06,2020,7,8,2,190,28,0,0,3,1,0,7599.09,7372.63,885.7
2020-07-08,BROOKLYN,11758.83,2020,7,8,2,190,28,0,0,3,1,0,11334.5,11721.92,1027.35
2020-07-08,MANHATTAN,13367.09,2020,7,8,2,190,28,0,0,3,1,0,13319.06,12952.6,1458.28
2020-07-08,QUEENS,9585.92,2020,7,8,2,190,28,0,0,3,1,0,9356.54,9239.14,815.46
2020-07-09,BRONX,7731.06,2020,7,9,3,191,28,0,0,3,1,0,7336.99,7385.21,729.06
2020-07-09,BROOKLYN,11253.98,2020,7,9,3,191,28,0,0,3,1,0,10974.54,10895.51,1233.31
2020-07-09,MANHATTAN,13777.18,2020,7,9,3,191,28,0,0,3,1,0,13322.6,12866.56,1090.59
2020-07-09,QUEENS,9600.3,2020,7,9,3,191,28,0,0,3,1,0,9340.72,9090.53,711.17
2020-07-10,BRONX,7622.11,2020,7,10,4,192,28,0,0,3,1,0,7497.32,7529.51,677.24
2020-07-10,BROOKLYN,11164.59,2020,7,10,4,192,28,0,0,3,1,0,10734.37,10819.12,927.01
2020-07-10,MANHATTAN,13578.26,2020,7,10,4,192,28,0,0,3,1,0,12821.72,13024.42,1439.6
2020-07-10,QUEENS,9930.45,2020,7,10,4,192,28,0,0,3,1,0,10266.7,9736.75,793.63
2020-07-11,BRONX,6598.35,2020,7,11,5,193,28,1,0,3,1,0,6231.98,6384.44,549.9
2020-07-11,BROOKLYN,10133.51,2020,7,11,5,193,28,1,0,3,1,0,9819.46,9794.01,884.54
2020-07-11,MANHATTAN,14347.64,2020,7,11,5,193,28,1,0,3,1,0,13968.51,14706.0,1668.39
2020-07-11,QUEENS,8565.6,2020,7,11,5,193,28,1,0,3,1,0,8457.46,8409.83,526.33
2020-07-12,BRONX,6537.55,2020,7,12,6,194,28,1,0,3,1,0,6517.3,6331.83,470.03
2020-07-12,BROOKLYN,9664.61,2020,7,12,6,194,28,1,0,3,1,0,9800.71,9736.19,954.48
2020-07-12,MANHATTAN,13827.96,2020,7,12,6,194,28,1,0,3,1,0,13450.04,12706.29,1127.13
2020-07-12,QUEENS,9017.6,2020,7,12,6,194,28,1,0,3,1,0,8787.83,8681.23,847.68
2020-07-13,BRONX,8542.61,2020,7,13,0,195,29,0,0,3,1,0,8649.56,8854.96,827.09
2020-07-13,BROOKLYN,11568.51,2020,7,13,0,195,29,0,0,3,1,0,10986.23,11734.03,886.66
2020-07-13,MANHATTAN,13343.07,2020,7,13,0,195,29,0,0,3,1,0,12783.38,12707.06,1110.87
2020-07-13,QUEENS,9540.93,2020,7,13,0,195,29,0,0,3,1,0,9247.24,9097.77,1113.11
2020-07-14,BRONX,7369.1,2020,7,14,1,196,29,0,0,3,1,0,7254.22,7417.28,661.27
2020-07-14,BROOKLYN,10990.79,2020,7,14,1,196,29,0,0,3,1,0,10720.3,11050.05,1141.75
2020-07-14,MANHATTAN,12849.4,2020,7,14,1,196,29,0,0,3,1,0,12716.76,12039.0,1460.04
2020-07-14,QUEENS,10041.03,2020,7,14,1,196,29,0,0,3,1,0,9778.4,9487.19,826.04
2020-07-15,BRONX,8008.58,2020,7,15,2,197,29,0,0,3,1,0,8045.26,7615.2,874.28
2020-07-15,BROOKLYN,10210.39,2020,7,15,2,197,29,0,0,3,1,0,9886.8,9894.56,835.27
2020-07-15,MANHATTAN,12581.91,2020,7,15,2,197,29,0,0,3,1,0,12162.23,12314.74,1211.05
2020-07-15,QUEENS,8738.79,2020,7,15,2,197,29,0,0,3,1,0,8193.37,8317.53,953.87
2020-07-16,BRONX,6728.47,2020,7,16,3,198,29,0,0,3,1,0,6526.65,6420.39,859.67
2020-07-16,BROOKLYN,11180.54,2020,7,16,3,198,29,0,0,3,1,0,11042.57,10892.5,641.64
2020-07-16,MANHATTAN,13707.02,2020,7,16,3,198,29,0,0,3,1,0,13491.93,13504.81,2447.04
2020-07-16,QUEENS,8814.62,2020,7,16,3,198,29,0,0,3,1,0,8942.38,8474.17,932.12
2020-07-17,BRONX,7782.25,2020,7,17,4,199,29,0,0,3,1,0,7560.57,7415.75,829.51
2020-07-17,BROOKLYN,10535.21,2020,7,17,4,199,29,0,0,3,1,0,10482.66,10087.61,815.41
2020-07-17,MANHATTAN,12902.99,2020,7,17,4,199,29,0,0,3,1,0,12969.35,12308.68,1382.8
2020-07-17,QUEENS,9480.37,2020,7,17,4,199,29,0,0,3,1,0,9434.47,9390.92,1298.55
2020-07-18,BRONX,6571.8,2020,7,18,5,200,29,1,0,3,1,0,6528.25,6393.98,827.5
2020-07-18,BROOKLYN,9341.73,2020,7,18,5,200,29,1,0,3,1,0,9294.09,9006.91,922.18
2020-07-18,MANHATTAN,13260.56,2020,7,18,5,200,29,1,0,3,1,0,13062.25,12816.51,1383.0
2020-07-18,QUEENS,9023.97,2020,7,18,5,200,29,1,0,3,1,0,9021.34,8988.55,820.18
2020-07-19,BRONX,6335.22,2020,7,19,6,201,29,1,0,3,1,0,6329.56,6311.66,820.12
2020-07-19,BROOKLYN,9397.37,2020,7,19,6,201,29,1,0,3,1,0,9166.28,8653.24,865.97
2020-07-19,MANHATTAN,13857.74,2020,7,19,6,201,29,1,0,3,1,0,13451.29,13708.28,1332.98
2020-07-19,QUEENS,8499.52,2020,7,19,6,201,29,1,0,3,1,0,8134.43,8266.26,341.49
2020-07-20,BRONX,7727.11,2020,7,20,0,202,30,0,0,3,1,0,7320.59,7774.86,892.85
2020-07-20,BROOKLYN,11666.0,2020,7,20,0,202,30,0,0,3,1,0,11787.56,10983.92,1574.29
2020-07-20,MANHATTAN,13815.25,2020,7,20,0,202,30,0,0,3,1,0,13473.58,13871.46,1075.85
2020-07-20,QUEENS,9434.34,2020,7,20,0,202,30,0,0,3,1,0,9130.82,9001.59,744.08
2020-07-21,BRONX,8277.0,2020,7,21,1,203,30,0,0,3,1,0,8068.61,8116.22,733.28
2020-07-21,BROOKLYN,10362.26,2020,7,21,1,203,30,0,0,3,1,0,10210.98,9456.93,1022.0
2020-07-21,MANHATTAN,12296.91,2020,7,21,1,203,30,0,0,3,1,0,12539.72,12264.21,1255.7
2020-07-21,QUEENS,10461.74,2020,7,21,1,203,30,0,0,3,1,0,10075.43,10318.46,1087.98
2020-07-22,BRONX,7902.97,2020,7,22,2,204,30,0,0,3,1,0,7946.02,7839.55,835.93
2020-07-22,BROOKLYN,10456.71,2020,7,22,2,204,30,0,0,3,1,0,10046.8,10104.51,1065.2
2020-07-22,MANHATTAN,12454.07,2020,7,22,2,204,30,0,0,3,1,0,12805.69,12647.01,1395.38
2020-07-22,QUEENS,9875.44,2020,7,22,2,204,30,0,0,3,1,0,9636.02,9297.16,1002.85
2020-07-23,BRONX,7900.52,2020,7,23,3,205,30,0,0,3,1,0,7546.3,7742.71,765.52
2020-07-23,BROOKLYN,10312.55,2020,7,23,3,205,30,0,0,3,1,0,9928.84,9875.21,1420.59
2020-07-23,MANHATTAN,13567.33,2020,7,23,3,205,30,0,0,3,1,0,12933.61,13358.14,936.88
2020-07-23,QUEENS,10372.68,2020,7,23,3,205,30,0,0,3,1,0,10067.49,10032.36,1312.31
2020-07-24,BRONX,7298.01,2020,7,24,4,206,30,0,0,3,1,0,6948.13,6951.3,881.36
2020-07-24,BROOKLYN,10533.97,2020,7,24,4,206,30,0,0,3,1,0,9726.61,10075.38,1169.64
2020-07-24,MANHATTAN,13992.17,2020,7,24,4,206,30,0,0,3,1,0,13582.71,13399.7,1722.13
2020-07-24,QUEENS,8920.09,2020,7,24,4,206,30,0,0,3,1,0,8672.38,8703.45,972.15
2020-07-25,BRONX,6461.0,2020,7,25,5,207,30,1,0,3,1,0,6336.23,5784.86,561.04
2020-07-25,BROOKLYN,9909.72,2020,7,25,5,207,30,1,0,3,1,0,9516.84,9629.96,1079.54
2020-07-25,MANHATTAN,12973.92,2020,7,25,5,207,30,1,0,3,1,0,12758.67,12209.99,1243.78
2020-07-25,QUEENS,8619.19,2020,7,25,5,207,30,1,0,3,1,0,8473.87,8208.95,900.57
2020-07-26,BRONX,6866.89,2020,7,26,6,208,30,1,0,3,1,0,6448.02,6899.66,640.51
2020-07-26,BROOKLYN,9896.15,2020,7,26,6,208,30,1,0,3,1,0,9935.19,9192.04,849.2
2020-07-26,MANHATTAN,13009.56,2020,7,26,6,208,30,1,0,3,1,0,12545.44,13296.4,1078.03
2020-07-26,QUEENS,8131.67,2020,7,26,6,208,30,1,0,3,1,0,8002.28,7594.46,748.82
2020-07-27,BRONX,7923.81,2020,7,27,0,209,31,0,0,3,1,0,7712.58,7663.9,708.49
2020-07-27,BROOKLYN,10536.75,2020,7,27,0,209,31,0,0,3,1,0,10393.79,10775.39,1057.55
2020-07-27,MANHATTAN,13348.67,2020,7,27,0,209,31,0,0,3,1,0,13266.64,12439.89,1789.39
2020-07-27,QUEENS,9939.55,2020,7,27,0,209,31,0,0,3,1,0,10065.16,9422.78,1355.37
2020-07-28,BRONX,8102.31,2020,7,28,1,210,31,0,0,3,1,0,8029.88,7916.12,769.96
2020-07-28,BROOKLYN,12084.3,2020,7,28,1,210,31,0,0,3,1,0,11876.54,11008.65,938.42
2020-07-28,MANHATTAN,13077.34,2020,7,28,1,210,31,0,0,3,1,0,12896.87,12662.82,1626.55
2020-07-28,QUEENS,8880.06,2020,7,28,1,210,31,0,0,3,1,0,8727.96,8129.35,1022.93
2020-07-29,BRONX,6986.84,2020,7,29,2,211,31,0,1,3,1,0,6905.74,6596.16,877.47
2020-07-29,BROOKLYN,10794.4,2020,7,29,2,211,31,0,1,3,1,0,10704.49,10428.63,1204.62
2020-07-29,MANHATTAN,11460.11,2020,7,29,2,211,31,0,1,3,1,0,11427.0,11683.4,1391.4
2020-07-29,QUEENS,8532.93,2020,7,29,2,211,31,0,1,3,1,0,8423.95,7945.91,950.98
2020-07-30,BRONX,7975.74,2020,7,30,3,212,31,0,0,3,1,0,7517.96,7458.49,752.41
2020-07-30,BROOKLYN,11228.51,2020,7,30,3,212,31,0,0,3,1,0,10732.33,11022.68,1179.32
2020-07-30,MANHATTAN,13071.78,2020,7,30,3,212,31,0,0,3,1,0,12612.75,13090.88,1739.96
2020-07-30,QUEENS,9602.09,2020,7,30,3,212,31,0,0,3,1,0,9292.49,9455.53,891.45
2020-07-31,BRONX,7745.64,2020,7,31,4,213,31,0,0,3,1,0,7705.31,7069.6,978.79
2020-07-31,BROOKLYN,11441.43,2020,7,31,4,213,31,0,0,3,1,0,11118.44,11067.56,1135.55
2020-07-31,MANHATTAN,12057.41,2020,7,31,4,213,31,0,0,3,1,0,12176.76,11710.64,1312.57
2020-07-31,QUEENS,10308.16,2020,7,31,4,213,31,0,0,3,1,0,9891.47,10145.33,975.64
2020-08-01,BRONX,6392.4,2020,8,1,5,214,31,1,0,3,1,0,5992.59,6181.62,562.17
2020-08-01,BROOKLYN,9156.97,2020,8,1,5,214,31,1,0,3,1,0,9059.91,8687.87,785.27
2020-08-01,MANHATTAN,12142.44,2020,8,1,5,214,31,1,0,3,1,0,11681.84,12084.88,1124.58
2020-08-01,QUEENS,6612.18,2020,8,1,5,214,31,1,0,3,1,0,6430.37,6207.8,445.49
2020-08-02,BRONX,5753.31,2020,8,2,6,215,31,1,0,3,1,0,5650.83,5810.03,611.37
2020-08-02,BROOKLYN,8691.44,2020,8,2,6,215,31,1,0,3,1,0,8596.86,8310.99,748.4
2020-08-02,MANHATTAN,11505.26,2020,8,2,6,215,31,1,0,3,1,0,10872.05,11025.52,1186.89
2020-08-02,QUEENS,7699.32,2020,8,2,6,215,31,1,0,3,1,0,7481.28,7249.89,863.59
2020-08-03,BRONX,6739.84,2020,8,3,0,216,32,0,0,3,1,0,6709.65,6335.0,572.56
2020-08-03,BROOKLYN,9771.64,2020,8,3,0,216,32,0,0,3,1,0,9478.22,9764.4,1077.93
2020-08-03,MANHATTAN,12807.33,2020,8,3,0,216,32,0,0,3,1,0,12684.93,11999.06,1196.0
2020-08-03,QUEENS,8746.93,2020,8,3,0,216,32,0,0,3,1,0,8804.76,8170.48,1031.04
2020-08-04,BRONX,7537.13,2020,8,4,1,217,32,0,0,3,1,0,7662.19,7218.38,861.09
2020-08-04,BROOKLYN,11748.0,2020,8,4,1,217,32,0,0,3,1,0,11367.92,10854.55,733.07
2020-08-04,MANHATTAN,12645.11,2020,8,4,1,217,32,0,0,3,1,0,11915.95,12124.52,1375.11
2020-08-04,QUEENS,9186.27,2020,8,4,1,217,32,0,0,3,1,0,9080.71,8971.94,1153.59
2020-08-05,BRONX,6871.45,2020,8,5,2,218,32,0,0,3,1,0,6640.98,6506.03,801.24
2020-08-05,BROOKLYN,11019.74,2020,8,5,2,218,32,0,0,3,1,0,10898.79,11080.4,842.34
2020-08-05,MANHATTAN,13227.84,2020,8,5,2,218,32,0,0,3,1,0,13366.27,13122.93,1794.17
2020-08-05,QUEENS,8348.07,2020,8,5,2,218,32,0,0,3,1,0,8093.55,7913.48,955.27
2020-08-06,BRONX,6836.16,2020,8,6,3,219,32,0,0,3,1,0,6803.0,6912.15,778.67
2020-08-06,BROOKLYN,10694.61,2020,8,6,3,219,32,0,0,3,1,0,10269.42,10102.07,1336.74
2020-08-06,MANHATTAN,12685.79,2020,8,6,3,219,32,0,0,3,1,0,12422.17,12146.17,754.6
2020-08-06,QUEENS,8614.66,2020,8,6,3,219,32,0,0,3,1,0,8771.69,8025.3,894.11
2020-08-07,BRONX,7578.44,2020,8,7,4,220,32,0,0,3,1,0,7236.66,7393.08,900.0
2020-08-07,BROOKLYN,10551.59,2020,8,7,4,220,32,0,0,3,1,0,10945.88,9706.85,1278.58
2020-08-07,MANHATTAN,12104.5,2020,8,7,4,220,32,0,0,3,1,0,12049.28,11901.62,1032.96
2020-08-07,QUEENS,9206.22,2020,8,7,4,220,32,0,0,3,1,0,8680.01,9096.64,975.52
2020-08-08,BRONX,6328.59,2020,8,8,5,221,32,1,0,3,1,0,6335.95,6208.53,651.6
2020-08-08,BROOKLYN,8568.39,2020,8,8,5,221,32,1,0,3,1,0,8274.97,8616.39,1102.98
2020-08-08,MANHATTAN,12064.63,2020,8,8,5,221,32,1,0,3,1,0,11834.44,11375.28,1489.44
2020-08-08,QUEENS,7994.11,2020,8,8,5,221,32,1,0,3,1,0,8144.59,7543.64,738.97
2020-08-09,BRONX,6203.72,2020,8,9,6,222,32,1,0,3,1,0,6159.86,5977.47,512.06
2020-08-09,BROOKLYN,9358.26,2020,8,9,6,222,32,1,0,3,1,0,9306.07,8820.27,1189.52
2020-08-09,MANHATTAN,12924.41,2020,8,9,6,222,32,1,0,3,1,0,12700.64,12567.54,1435.66
2020-08-09,QUEENS,7403.36,2020,8,9,6,222,32,1,0,3,1,0,7259.74,6703.21,870.11
2020-08-10,BRONX,6651.69,2020,8,10,0,223,33,0,0,3,1,0,6718.66,6386.26,637.01
2020-08-10,BROOKLYN,10214.03,2020,8,10,0,223,33,0,0,3,1,0,9950.91,10342.28,513.19
2020-08-10,MANHATTAN,12989.59,2020,8,10,0,223,33,0,0,3,1,0,12817.61,12129.54,1019.6
2020-08-10,QUEENS,9864.93,2020,8,10,0,223,33,0,0,3,1,0,9481.08,9227.65,1210.88
2020-08-11,BRONX,7337.13,2020,8,11,1,224,33,0,0,3,1,0,7052.75,7164.7,583.19
2020-08-11,BROOKLYN,11125.41,2020,8,11,1,224,33,0,0,3,1,0,11139.07,10969.21,1193.01
2020-08-11,MANHATTAN,13285.21,2020,8,11,1,224,33,0,0,3,1,0,13019.42,12415.61,1447.95
2020-08-11,QUEENS,10051.36,2020,8,11,1,224,33,0,0,3,1,0,9646.34,9640.82,1088.85
2020-08-12,BRONX,7195.55,2020,8,12,2,225,33,0,0,3,1,0,6910.27,7221.86,1053.43
2020-08-12,BROOKLYN,10648.41,2020,8,12,2,225,33,0,0,3,1,0,10242.9,9834.14,1119.78
2020-08-12,MANHATTAN,12883.92,2020,8,12,2,225,33,0,0,3,1,0,12748.68,12496.47,1136.55
2020-08-12,QUEENS,8604.96,2020,8,12,2,225,33,0,0,3,1,0,8576.52,8582.7,594.48
2020-08-13,BRONX,7009.68,2020,8,13,3,226,33,0,1,3,1,0,6949.97,7093.71,512.81
2020-08-13,BROOKLYN,8842.38,2020,8,13,3,226,33,0,1,3,1,0,8639.19,8710.48,1201.92
2020-08-13,MANHATTAN,11376.96,2020,8,13,3,226,33,0,1,3,1,0,11094.2,10685.34,1417.57
2020-08-13,QUEENS,7796.67,2020,8,13,3,226,33,0,1,3,1,0,7894.67,7496.25,1027.69
2020-08-14,BRONX,7459.92,2020,8,14,4,227,33,0,0,3,1,0,7290.28,7119.88,695.13
2020-08-14,BROOKLYN,10770.83,2020,8,14,4,227,33,0,0,3,1,0,10572.03,10255.83,1041.4
2020-08-14,MANHATTAN,12257.97,2020,8,14,4,227,33,0,0,3,1,0,11490.93,12058.72,985.61
2020-08-14,QUEENS,8577.12,2020,8,14,4,227,33,0,0,3,1,0,8116.13,7858.21,625.2
2020-08-15,BRONX,5915.34,2020,8,15,5,228,33,1,0,3,1,0,6028.12,5644.56,612.56
2020-08-15,BROOKLYN,9142.73,2020,8,15,5,228,33,1,0,3,1,0,8983.84,8847.21,695.71
2020-08-15,MANHATTAN,13095.79,2020,8,15,5,228,33,1,0,3,1,0,13307.21,12041.84,1041.37
2020-08-15,QUEENS,7628.46,2020,8,15,5,228,33,1,0,3,1,0,7328.73,7515.4,651.73
2020-08-16,BRONX,6116.97,2020,8,16,6,229,33,1,1,3,1,0,6140.28,5972.47,737.34
2020-08-16,BROOKLYN,8512.99,2020,8,16,6,229,33,1,1,3,1,0,8246.71,8049.15,864.6
2020-08-16,MANHATTAN,11462.43,2020,8,16,6,229,33,1,1,3,1,0,11265.06,10576.27,962.2
2020-08-16,QUEENS,6937.28,2020,8,16,6,229,33,1,1,3,1,0,6788.04,7139.68,501.43
2020-08-17,BRONX,7397.39,2020,8,17,0,230,34,0,0,3,1,0,7469.75,7679.55,679.91
2020-08-17,BROOKLYN,10804.11,2020,8,17,0,230,34,0,0,3,1,0,10711.14,10543.35,1059.05
2020-08-17,MANHATTAN,12476.16,2020,8,17,0,230,34,0,0,3,1,0,11594.78,12357.16,1279.1
2020-08-17,QUEENS,9000.75,2020,8,17,0,230,34,0,0,3,1,0,9189.2,8548.48,827.52
2020-08-18,BRONX,7933.45,2020,8,18,1,231,34,0,0,3,1,0,7642.76,7564.52,770.02
2020-08-18,BROOKLYN,10988.28,2020,8,18,1,231,34,0,0,3,1,0,10814.18,10232.52,981.88
2020-08-18,MANHATTAN,11839.21,2020,8,18,1,231,34,0,0,3,1,0,11584.14,11635.28,1282.95
2020-08-18,QUEENS,8293.74,2020,8,18,1,231,34,0,0,3,1,0,8304.35,8107.77,1059.03
2020-08-19,BRONX,7375.24,2020,8,19,2,232,34,0,0,3,1,0,7390.19,7257.21,936.1
2020-08-19,BROOKLYN,10820.36,2020,8,19,2,232,34,0,0,3,1,0,10582.76,11233.41,1274.43
2020-08-19,MANHATTAN,12560.27,2020,8,19,2,232,34,0,0,3,1,0,11988.45,11698.02,1329.56
2020-08-19,QUEENS,9168.23,2020,8,19,2,232,34,0,0,3,1,0,8872.26,8931.96,1208.12
2020-08-20,BRONX,7465.87,2020,8,20,3,233,34,0,0,3,1,0,7146.18,7216.92,626.39
2020-08-20,BROOKLYN,10340.59,2020,8,20,3,233,34,0,0,3,1,0,10048.24,9882.2,774.48
2020-08-20,MANHATTAN,12132.07,2020,8,20,3,233,34,0,0,3,1,0,11753.4,10701.9,1711.34
2020-08-20,QUEENS,9597.5,2020,8,20,3,233,34,0,0,3,1,0,9333.32,9314.99,734.85
2020-08-21,BRONX,7826.73,2020,8,21,4,234,34,0,0,3,1,0,7967.19,7628.72,942.89
2020-08-21,BROOKLYN,10637.42,2020,8,21,4,234,34,0,0,3,1,0,10140.29,10186.88,1091.81
2020-08-21,MANHATTAN,11932.5,2020,8,21,4,234,34,0,0,3,1,0,11641.67,11541.81,1173.95
2020-08-21,QUEENS,9125.78,2020,8,21,4,234,34,0,0,3,1,0,8749.69,8655.71,678.12
2020-08-22,BRONX,6432.58,2020,8,22,5,235,34,1,0,3,1,0,6033.03,6462.22,821.61
2020-08-22,BROOKLYN,8827.82,2020,8,22,5,235,34,1,0,3,1,0,8191.66,8467.3,871.45
2020-08-22,MANHATTAN,11593.03,2020,8,22,5,235,34,1,0,3,1,0,11241.71,11777.43,1313.47
2020-08-22,QUEENS,7379.05,2020,8,22,5,235,34,1,0,3,1,0,6995.69,7085.29,706.4
2020-08-23,BRONX,6284.9,2020,8,23,6,236,34,1,0,3,1,0,6091.91,6192.79,871.73
2020-08-23,BROOKLYN,9328.73,2020,8,23,6,236,34,1,0,3,1,0,9133.18,8997.61,866.33
2020-08-23,MANHATTAN,12930.78,2020,8,23,6,236,34,1,0,3,1,0,12509.93,12560.4,1306.32
2020-08-23,QUEENS,7542.59,2020,8,23,6,236,34,1,0,3,1,0,7184.7,7389.39,745.06
2020-08-24,BRONX,7395.46,2020,8,24,0,237,35,0,0,3,1,0,7168.63,7444.45,609.86
2020-08-24,BROOKLYN,11447.67,2020,8,24,0,237,35,0,0,3,1,0,10818.59,11253.55,1253.62
2020-08-24,MANHATTAN,11724.31,2020,8,24,0,237,35,0,0,3,1,0,11589.34,11822.62,652.62
2020-08-24,QUEENS,9330.8,2020,8,24,0,237,35,0,0,3,1,0,8678.9,8780.56,1237.11
2020-08-25,BRONX,7005.12,2020,8,25,1,238,35,0,0,3,1,0,6700.55,6753.37,990.23
2020-08-25,BROOKLYN,9579.25,2020,8,25,1,238,35,0,0,3,1,0,9186.25,9722.2,1313.83
2020-08-25,MANHATTAN,12146.86,2020,8,25,1,238,35,0,0,3,1,0,11602.91,12546.19,1602.04
2020-08-25,QUEENS,9410.99,2020,8,25,1,238,35,0,0,3,1,0,9069.86,9114.82,910.92
2020-08-26,BRONX,7334.35,2020,8,26,2,239,35,0,0,3,1,0,7400.51,7307.82,575.4
2020-08-26,BROOKLYN,11270.76,2020,8,26,2,239,35,0,0,3,1,0,11115.93,11164.95,1457.66
2020-08-26,MANHATTAN,11531.38,2020,8,26,2,239,35,0,0,3,1,0,11292.49,11001.59,791.55
2020-08-26,QUEENS,9259.79,2020,8,26,2,239,35,0,0,3,1,0,9539.72,8470.83,920.0
2020-08-27,BRONX,7446.08,2020,8,27,3,240,35,0,0,3,1,0,7315.49,7197.43,551.13
2020-08-27,BROOKLYN,10667.74,2020,8,27,3,240,35,0,0,3,1,0,10292.93,9646.86,1321.65
2020-08-27,MANHATTAN,12795.09,2020,8,27,3,240,35,0,0,3,1,0,12552.41,12499.17,1554.43
2020-08-27,QUEENS,9204.1,2020,8,27,3,240,35,0,0,3,1,0,9186.43,8845.84,1161.92
2020-08-28,BRONX,7330.72,2020,8,28,4,241,35,0,0,3,1,0,7212.56,6831.48,775.14
2020-08-28,BROOKLYN,10106.35,2020,8,28,4,241,35,0,0,3,1,0,9775.21,9555.95,795.12
2020-08-28,MANHATTAN,13507.17,2020,8,28,4,241,35,0,0,3,1,0,13596.68,13880.12,1020.36
2020-08-28,QUEENS,9134.43,2020,8,28,4,241,35,0,0,3,1,0,8715.43,8669.75,745.71
2020-08-29,BRONX,6512.85,2020,8,29,5,242,35,1,0,3,1,0,6330.98,6526.21,729.98
2020-08-29,BROOKLYN,9995.65,2020,8,29,5,242,35,1,0,3,1,0,9499.98,10073.39,1228.75
2020-08-29,MANHATTAN,11615.75,2020,8,29,5,242,35,1,0,3,1,0,11617.41,11384.41,1108.73
2020-08-29,QUEENS,7417.97,2020,8,29,5,242,35,1,0,3,1,0,7162.92,7651.59,741.9
2020-08-30,BRONX,6372.58,2020,8,30,6,243,35,1,0,3,1,0,6144.33,6032.31,775.16
2020-08-30,BROOKLYN,8358.42,2020,8,30,6,243,35,1,0,3,1,0,8121.84,8116.2,854.46
2020-08-30,MANHATTAN,12100.66,2020,8,30,6,243,35,1,0,3,1,0,11954.44,11989.16,1387.86
2020-08-30,QUEENS,7355.36,2020,8,30,6,243,35,1,0,3,1,0,7166.45,7398.34,867.15
2020-08-31,BRONX,6719.74,2020,8,31,0,244,36,0,0,3,1,0,6632.58,6119.35,678.28
2020-08-31,BROOKLYN,11545.6,2020,8,31,0,244,36,0,0,3,1,0,11095.81,10910.25,1330.98
2020-08-31,MANHATTAN,11268.12,2020,8,31,0,244,36,0,0,3,1,0,10900.16,11131.7,983.87
2020-08-31,QUEENS,8994.61,2020,8,31,0,244,36,0,0,3,1,0,8948.59,8838.52,947.46
2020-09-01,BRONX,5559.73,2020,9,1,1,245,36,0,0,4,0,0,5489.68,5372.3,606.88
2020-09-01,BROOKLYN,8060.53,2020,9,1,1,245,36,0,0,4,0,0,7869.89,7579.33,800.41
2020-09-01,MANHATTAN,9182.95,2020,9,1,1,245,36,0,0,4,0,0,8794.69,8978.72,957.37
2020-09-01,QUEENS,7414.07,2020,9,1,1,245,36,0,0,4,0,0,7201.86,7282.41,823.08
2020-09-02,BRONX,5781.4,2020,9,2,2,246,36,0,0,4,0,0,5570.3,5633.86,620.24
2020-09-02,BROOKLYN,8268.88,2020,9,2,2,246,36,0,0,4,0,0,7758.45,8060.63,1192.79
2020-09-02,MANHATTAN,9398.76,2020,9,2,2,246,36,0,0,4,0,0,9073.92,9222.07,998.6
2020-09-02,QUEENS,7560.28,2020,9,2,2,246,36,0,0,4,0,0,7218.88,7499.35,845.3
2020-09-03,BRONX,5615.43,2020,9,3,3,247,36,0,0,4,0,0,5541.16,5620.39,659.51
2020-09-03,BROOKLYN,7793.51,2020,9,3,3,247,36,0,0,4,0,0,7765.48,7544.58,790.71
2020-09-03,MANHATTAN,9606.09,2020,9,3,3,247,36,0,0,4,0,0,9385.1,9661.34,944.52
2020-09-03,QUEENS,6735.4,2020,9,3,3,247,36,0,0,4,0,0,6547.68,6569.45,839.13
2020-09-04,BRONX,5826.17,2020,9,4,4,248,36,0,0,4,0,0,5610.54,6085.76,613.47
2020-09-04,BROOKLYN,8793.03,2020,9,4,4,248,36,0,0,4,0,0,8590.49,8669.93,1026.93
2020-09-04,MANHATTAN,10154.03,2020,9,4,4,248,36,0,0,4,0,0,10165.68,10115.1,951.41
2020-09-04,QUEENS,6930.82,2020,9,4,4,248,36,0,0,4,0,0,6838.31,6916.92,662.21
